chr1_GL456221_random	136050	136150	B3-1-2	328	0.000220930765147902	+	Csprs, 
chr10	18563850	18563950	N3-2-7	243	0.000245219728986788	-	Hebp2, 
chr10	18618250	18618350	B3-10	159	0.000117392902971443	-	D10Bwg1379e, 
chr10	18628250	18628350	N3-1-2	301	0.0002000954608245	-	D10Bwg1379e, 
chr10	18654950	18655050	N3-1-2	210	0.000139601484296163	+	D10Bwg1379e, 
chr10	18705250	18705350	B3-10	156	0.00011517794253802	+	D10Bwg1379e, 
chr10	18715050	18715150	B3-2-21	419	0.000687879852508053	-	D10Bwg1379e, 
chr10	18724250	18724350	N3-1-5	219	0.00019832196076123	-	D10Bwg1379e, 
chr10	18727050	18727150	B3-1	73	0.000113769898043469	-	D10Bwg1379e, 
chr10	18741150	18741250	B3-2-2	95	0.000150562787852277	+	D10Bwg1379e, 
chr10	18797550	18797650	N3-2-37	6	0.000271849938833764	+	4930444F02Rik, 4930444F02Rik, Gm4922, 
chr10	18807950	18808050	B3-2-22	196	0.000267682037442708	+	4930444F02Rik, 
chr10	18811950	18812050	B3-21	137	0.000168150151948823	-	4930444F02Rik, 
chr10	18851850	18851950	N3-1-2	1028	0.000683382504078358	-	Perp, 4930444F02Rik, 
chr10	19110650	19110750	N3-8	102	0.000111671536786465	+	No results within 20000 bp window
chr10	19229250	19229350	N3-2-21	157	0.000205156886215025	+	No results within 20000 bp window
chr10	19269450	19269550	B3-1-3	166	0.00015500922585031	-	No results within 20000 bp window
chr10	19383850	19383950	N3-2-7	491	0.000495485131409519	-	No results within 20000 bp window
chr10	19391150	19391250	B3-1-11	228	0.000289577864058434	+	No results within 20000 bp window
chr10	19417650	19417750	N3-18	159	0.000176625061652144	-	No results within 20000 bp window
chr10	19418150	19418250	N3-1-15	284	0.000352663603625978	-	No results within 20000 bp window
chr10	19442250	19442350	N3-1-2	345	0.00022934529562941	+	No results within 20000 bp window
chr10	19475750	19475850	N3-2-22	1263	0.00103256883996655	+	No results within 20000 bp window
chr10	19484650	19484750	N3-2-7	151	0.000152379337765453	+	No results within 20000 bp window
chr10	19488150	19488250	B3-2-22	116	0.000158424062976296	+	No results within 20000 bp window
chr10	19555450	19555550	N3-1-2	370	0.000245964519950382	-	No results within 20000 bp window
chr10	19602750	19602850	B3-1	111	0.000172992584696234	-	Ifngr1, Il22ra2, 
chr10	19629550	19629650	B3-1-15	135	0.000177921872528863	+	Il22ra2, Ifngr1, 
chr10	19629550	19629650	N3-1-15	179	0.000222277412144542	+	Il22ra2, Ifngr1, 
chr10	19685650	19685750	B3-2-22	188	0.000256756239996067	+	No results within 20000 bp window
chr10	19713150	19713250	B3-1-2	252	0.000169739490296559	-	Il20ra, 
chr10	19807150	19807250	N3-9	97	0.000100243477973304	-	No results within 20000 bp window
chr10	19844050	19844150	N3-1	523	0.000589451190511076	+	Slc35d3, Pex7, 
chr10	19865450	19865550	N3-8	224	0.000245239453334983	+	Pex7, Slc35d3, 
chr10	19866050	19866150	B3-1	77	0.00012000386505955	-	Pex7, Slc35d3, 
chr10	19897650	19897750	B3-1-2	201	0.000135387450593684	-	Pex7, 
chr10	19898150	19898250	B3-9	169	0.000136778423001437	+	Pex7, 
chr10	19899650	19899750	B3-1-2	280	0.000188599433662843	+	Pex7, 
chr10	19970450	19970550	N3-2-21	234	0.000305775231683541	-	Map3k5, 
chr10	19976650	19976750	N3-4	64	0.000107009811462088	+	Map3k5, 
chr10	20068250	20068350	N3-8	373	0.000408367482562271	-	Map3k5, 
chr10	20150850	20150950	N3-1-2	235	0.000156220708617134	-	Map7, Map3k5, 
chr10	20187850	20187950	B3-1-15	85	0.000112024882703358	-	Map7, 4930405J17Rik, 
chr10	20218050	20218150	B3-2-36	191	0.0001532488351885	+	Map7, Gm6251, 4930405J17Rik, 
chr10	20222150	20222250	N3-1-15	98	0.000121693778716006	-	Map7, Gm6251, 
chr10	20278750	20278850	N3-1	420	0.000473364244769889	-	Map7, 
chr10	20279050	20279150	B3-18	516	0.000704512841658008	+	Map7, 
chr10	20291750	20291850	B3-1-2	2495	0.00168055566781712	+	Map7, 
chr10	20314650	20314750	B3-1-3	269	0.000251189649118875	-	Bclaf1, 
chr10	20339050	20339150	N3-14	2465	0.00763174434120863	-	Bclaf1, Mtfr2, 
chr10	20339350	20339450	B3-2-21	179	0.00029386752648912	-	Bclaf1, Mtfr2, 
chr10	20341250	20341350	B3-1-15	112	0.000147609257209131	-	Bclaf1, Mtfr2, 
chr10	20398650	20398750	B3-1	120	0.000187019010482416	+	Pde7b, 
chr10	20406750	20406850	B3-2-22	154	0.000210321600847842	+	Pde7b, 
chr10	20489950	20490050	N3-2-7	130	0.000131187509334496	-	Pde7b, 
chr10	20550050	20550150	B3-9	2948	0.00238593367460494	+	Pde7b, 
chr10	20557250	20557350	B3-1	70	0.000109094422781409	-	Pde7b, 
chr10	20606950	20607050	B3-1-2	455	0.000306474079702121	-	Pde7b, 
chr10	20657650	20657750	N3-18	127	0.000141077879432845	-	Pde7b, 
chr10	20689150	20689250	B3-8	97	0.000103696624300716	+	Pde7b, 
chr10	20753250	20753350	N3-1-5	136	0.000123158843212454	+	No results within 20000 bp window
chr10	20898150	20898250	N3-1-13	84	0.000116026586663573	+	No results within 20000 bp window
chr10	20924150	20924250	B3-1-15	105	0.00013838367863356	-	No results within 20000 bp window
chr10	20957050	20957150	N3-1-11	393	0.000417570251147787	-	Ahi1, 
chr10	20971850	20971950	N3-1-3	372	0.000333040579920339	+	Ahi1, 
chr10	21016650	21016750	B3-2-36	174	0.000139608886506801	-	Ahi1, 
chr10	21042050	21042150	B3-1-3	135	0.000126061719818023	+	Ahi1, 
chr10	21062050	21062150	N3-2-2	472	0.000481151501559665	-	Ahi1, 
chr10	21134250	21134350	B3-1-3	190	0.000177420198262403	+	Myb, 
chr10	21137650	21137750	B3-2-2	73	0.000115695615928592	+	Myb, 
chr10	21201250	21201350	B3-18	112	0.000152917516018792	-	No results within 20000 bp window
chr10	21260850	21260950	N3-1-15	307	0.000381224388426673	-	No results within 20000 bp window
chr10	21347050	21347150	N3-2-22	1435	0.00117318787438796	-	Hbs1l, 4930455C13Rik, 
chr10	21347050	21347150	B3-2-22	927	0.00126602677912954	-	Hbs1l, 4930455C13Rik, 
chr10	21353950	21354050	B3-2-22	244	0.000333236822122555	+	Hbs1l, 4930455C13Rik, 
chr10	21388650	21388750	N3-14	36	0.000111457523847266	+	Aldh8a1, Hbs1l, 
chr10	21410150	21410250	B3-1	121	0.000188577502236436	-	Aldh8a1, 
chr10	21515050	21515150	N3-10	145	0.000148974031257834	+	No results within 20000 bp window
chr10	21559450	21559550	B3-2-21	134	0.000219990215360571	-	No results within 20000 bp window
chr10	21613650	21613750	B3-1-2	311	0.000209480085246944	-	1700020N01Rik, 
chr10	21802550	21802650	B3-2-21	300	0.000492515407523665	+	No results within 20000 bp window
chr10	21843350	21843450	N3-2-21	630	0.000823241008378764	-	No results within 20000 bp window
chr10	21982250	21982350	B3-1	105	0.000163641634172114	-	Sgk1, Sgk1, Sgk1, Sgk1, Sgk1, 
chr10	22034650	22034750	N3-1	125	0.000140882215705324	-	No results within 20000 bp window
chr10	22363550	22363650	B3-2-22	222	0.000303190879144292	-	Raet1d, Raet1a, Raet1b, Raet1c, 
chr10	22448650	22448750	B3-2-37	1	0.00013374348000535	-	No results within 20000 bp window
chr10	22590550	22590650	B3-9	251	0.000203144285049471	-	No results within 20000 bp window
chr10	22632650	22632750	N3-1-5	157	0.000142176017532024	+	Slc2a12, 
chr10	22646950	22647050	B3-1-13	111	0.000203667108862822	-	Slc2a12, 
chr10	22705150	22705250	B3-14	212	0.00057377470682007	+	Tbpl1, Slc2a12, 
chr10	22727050	22727150	B3-1-15	84	0.000110706942906848	+	Tbpl1, 
chr10	22727050	22727150	N3-1-15	277	0.000343971190860549	+	Tbpl1, 
chr10	22771750	22771850	B3-1-2	223	0.000150205977524336	+	No results within 20000 bp window
chr10	23009050	23009150	B3-2-21	181	0.000297150962539278	-	No results within 20000 bp window
chr10	23022850	23022950	N3-4	89	0.000148810519064467	+	No results within 20000 bp window
chr10	23154150	23154250	N3-1	191	0.000215268025597735	-	Eya4, 
chr10	23190650	23190750	B3-2-36	283	0.000227065028054165	+	Eya4, 
chr10	23197850	23197950	N3-9	138	0.000142614432580577	-	Eya4, 
chr10	23205650	23205750	B3-2-2	143	0.000226636617503954	-	Eya4, 
chr10	23214050	23214150	B3-1-2	340	0.000229013598019167	+	Eya4, 
chr10	23220050	23220150	B3-2-36	344	0.000276008373323791	+	Eya4, 
chr10	23229550	23229650	B3-2-36	243	0.00019497103115605	+	Eya4, 
chr10	23246050	23246150	B3-2-21	212	0.000348044221316724	-	Eya4, 
chr10	23256050	23256150	B3-2-2	79	0.000125204844635052	-	Eya4, 
chr10	23272950	23273050	B3-2-22	150	0.000204858702124521	-	Eya4, 
chr10	23302850	23302950	B3-2-21	65	0.000106711671630127	-	Eya4, 
chr10	23320650	23320750	N3-1-15	192	0.000238420464423196	-	Eya4, 
chr10	23353150	23353250	B3-1	84	0.000130913307337691	+	Eya4, 
chr10	23366850	23366950	N3-2-21	201	0.000262653083625606	-	Eya4, 
chr10	23424850	23424950	B3-14	175	0.000473634781573171	+	No results within 20000 bp window
chr10	23444050	23444150	B3-18	79	0.000107861462191827	-	No results within 20000 bp window
chr10	23508450	23508550	N3-1-5	178	0.000161193191851594	+	No results within 20000 bp window
chr10	23523450	23523550	B3-2-2	149	0.000236145846210414	-	No results within 20000 bp window
chr10	23577550	23577650	N3-1-3	599	0.000536266955301836	-	No results within 20000 bp window
chr10	23594350	23594450	B3-2-21	86	0.000141187750156784	+	No results within 20000 bp window
chr10	23606750	23606850	N3-1-5	192	0.00017387130806464	+	No results within 20000 bp window
chr10	23629050	23629150	B3-2-22	182	0.000248561891911086	-	No results within 20000 bp window
chr10	23766350	23766450	N3-1-11	459	0.000487696552867263	+	Rps12, Snora33, Snord100, 
chr10	23766350	23766450	B3-2-21	98	0.000160888366457731	-	Rps12, Snora33, Snord100, 
chr10	24055050	24055150	N3-1-15	103	0.000127902644977027	+	Taar7f, Taar7e, 
chr10	24085550	24085650	B3-1-15	91	0.000119932521482419	-	Taar8b, Taar8a, Taar8c, 
chr10	24141450	24141550	B3-1-15	126	0.000166060414360272	-	Stx7, 
chr10	24263950	24264050	N3-4	86	0.000143794434152181	+	Moxd1, 
chr10	24272850	24272950	N3-18	250	0.000277712361088277	-	Moxd1, 
chr10	24342650	24342750	N3-2-7	125	0.000126141835898554	+	No results within 20000 bp window
chr10	24370150	24370250	N3-18	233	0.000258827920534274	+	No results within 20000 bp window
chr10	24406150	24406250	B3-2-22	94	0.000128378119998033	+	No results within 20000 bp window
chr10	24465050	24465150	B3-2-22	233	0.000318213850633423	+	No results within 20000 bp window
chr10	24645250	24645350	N3-8	393	0.000430263862324323	-	Enpp1, 
chr10	24731950	24732050	N3-9	107	0.00011057785714581	+	Enpp1, 
chr10	24893950	24894050	B3-2-2	68	0.000107771258673209	-	Med23, 
chr10	24907950	24908050	N3-2-22	1191	0.000973705058115721	+	Med23, Arg1, 
chr10	25052750	25052850	B3-2-36	174	0.000139608886506801	+	No results within 20000 bp window
chr10	25152750	25152850	B3-2-22	142	0.00019393290467788	+	Akap7, 
chr10	25261550	25261650	N3-2-2	178	0.000181451201859365	+	Akap7, 
chr10	25297950	25298050	B3-2-22	86	0.000117452322551392	-	Akap7, 
chr10	25370750	25370850	N3-2-21	158	0.000206463617974357	-	Epb4.1l2, 
chr10	25371850	25371950	B3-2-21	242	0.00039729576206909	+	Epb4.1l2, 
chr10	25427650	25427750	B3-10	182	0.000134374266294356	+	Epb4.1l2, 
chr10	25439550	25439650	N3-1-5	190	0.000172060148605634	+	Epb4.1l2, 
chr10	25460450	25460550	N3-18	113	0.000125525987211901	+	Epb4.1l2, 
chr10	25469550	25469650	N3-1-2	608	0.000404179535486033	-	Epb4.1l2, 
chr10	25476550	25476650	N3-2-21	262	0.000342363720944819	-	Epb4.1l2, 
chr10	25539550	25539650	B3-1-11	95	0.000120657443357681	-	Smlr1, Epb4.1l2, 
chr10	25543850	25543950	B3-1	126	0.000196369961006536	+	Smlr1, 
chr10	25587150	25587250	N3-2-36	506	0.000371562405227721	-	No results within 20000 bp window
chr10	25955550	25955650	N3-8	615	0.0006733136776831	-	No results within 20000 bp window
chr10	26029350	26029450	N3-21	526	0.000749018870718773	-	Tmem200a, 
chr10	26048950	26049050	N3-4	87	0.000145466462456276	+	Tmem200a, 
chr10	26122150	26122250	B3-1-15	88	0.000115978702092888	+	No results within 20000 bp window
chr10	26229150	26229250	N3-18	262	0.000291042554420514	+	Samd3, 
chr10	26372450	26372550	B3-2-22	106	0.000144766816167995	+	L3mbtl3, 
chr10	26400750	26400850	B3-1	127	0.000197928452760556	+	No results within 20000 bp window
chr10	26405550	26405650	N3-1-13	744	0.00102766405330593	-	No results within 20000 bp window
chr10	26421850	26421950	B3-1-3	160	0.000149406482747286	+	No results within 20000 bp window
chr10	26535550	26535650	B3-1-2	546	0.000367768895642545	-	No results within 20000 bp window
chr10	26540250	26540350	N3-1-15	123	0.00015273811002111	-	No results within 20000 bp window
chr10	26787550	26787650	B3-2-2	163	0.000258334046525486	+	Arhgap18, 
chr10	26854550	26854650	N3-10	183	0.000188015501518508	-	Arhgap18, 
chr10	26919150	26919250	B3-2-36	233	0.000186947531931521	+	Arhgap18, 
chr10	26976350	26976450	B3-8	113	0.000120801222123514	+	Lama2, 
chr10	27022550	27022650	N3-2-36	1221	0.000896596238701676	+	Lama2, 
chr10	27065150	27065250	B3-1-15	82	0.000108071063313828	-	Lama2, 
chr10	27302850	27302950	B3-1-3	111	0.00010365074740593	-	Lama2, 
chr10	27363250	27363350	B3-14	134	0.000362668918461742	-	Lama2, 
chr10	27441350	27441450	B3-1-15	78	0.000102799304127787	+	Lama2, 
chr10	27487450	27487550	N3-1-13	109	0.000150558308884874	+	Lama2, 
chr10	27495150	27495250	B3-1-3	286	0.000267064087910774	+	Lama2, 
chr10	27526950	27527050	B3-18	97	0.00013243749155199	-	Lama2, 
chr10	27638550	27638650	N3-4	150	0.00025080424561427	-	No results within 20000 bp window
chr10	27671650	27671750	N3-2-7	157	0.000158434145888583	+	No results within 20000 bp window
chr10	27804850	27804950	N3-1-5	119	0.000107763987810897	+	No results within 20000 bp window
chr10	27838950	27839050	B3-1-3	122	0.000113922443094806	+	No results within 20000 bp window
chr10	27851550	27851650	N3-2-22	514	0.00042022199821283	-	No results within 20000 bp window
chr10	27984850	27984950	N3-2-2	213	0.000217129808966544	+	No results within 20000 bp window
chr10	28055350	28055450	N3-18	276	0.000306594446641458	+	Ptprk, 
chr10	28150450	28150550	N3-1-3	346	0.00030976355014096	-	Ptprk, 
chr10	28155050	28155150	B3-10	197	0.000145449068461474	+	Ptprk, 
chr10	28160150	28160250	B3-2-21	238	0.000390728889968775	+	Ptprk, 
chr10	28221550	28221650	B3-1	101	0.000157407667156033	-	Ptprk, 
chr10	28275750	28275850	B3-14	326	0.000882313935959165	-	Ptprk, 
chr10	28277450	28277550	B3-1-11	266	0.000337840841401506	+	Ptprk, 
chr10	28461350	28461450	N3-1-13	469	0.000647815108871614	-	Ptprk, 
chr10	28523350	28523450	B3-18	123	0.000167936200627781	+	Ptprk, 
chr10	28654450	28654550	B3-2-2	85	0.000134714073341511	-	Themis, 
chr10	28723950	28724050	B3-2-2	79	0.000125204844635052	-	Themis, 
chr10	28765050	28765150	B3-1-3	127	0.000118591395680659	+	Themis, 
chr10	28819950	28820050	N3-1-3	294	0.000263209490582203	-	Themis, 
chr10	28847150	28847250	N3-1-3	203	0.000181739886354378	-	Themis, 
chr10	29138650	29138750	N3-1-11	281	0.000298568042169283	+	Soga3, 
chr10	29154950	29155050	N3-18	99	0.000109974094990958	-	Soga3, 
chr10	29154950	29155050	B3-18	658	0.000898390406610406	-	Soga3, 
chr10	29157150	29157250	N3-1-2	364	0.000241975906113348	+	Soga3, 
chr10	29157250	29157350	B3-10	158	0.000116654582826969	-	Soga3, 
chr10	29157850	29157950	B3-2-21	69	0.000113278543730443	-	Soga3, 
chr10	29167450	29167550	B3-2-36	299	0.000239902626813411	+	Soga3, 
chr10	29167450	29167550	N3-2-36	622	0.00045674271946965	+	Soga3, 
chr10	29173650	29173750	B3-1	101	0.000157407667156033	-	Soga3, 
chr10	29195850	29195950	N3-1-15	528	0.00065565627716379	+	Soga3, 9330159F19Rik, 
chr10	29224150	29224250	B3-1-2	180	0.000121242493068971	+	9330159F19Rik, 
chr10	29230950	29231050	N3-10	120	0.000123288853454759	-	9330159F19Rik, 
chr10	29351150	29351250	B3-2-21	142	0.000233123959561202	+	Rnf146, Echdc1, 
chr10	29353450	29353550	B3-1-5	251	0.000218709318759683	-	Rnf146, Echdc1, 
chr10	29492550	29492650	N3-8	385	0.000421505310419502	-	Rspo3, 
chr10	29518350	29518450	B3-1-2	508	0.000342173258216873	-	Rspo3, 
chr10	29593350	29593450	B3-2-21	71	0.000116561979780601	-	No results within 20000 bp window
chr10	29631450	29631550	N3-1-3	133	0.000119070960025282	+	No results within 20000 bp window
chr10	29634750	29634850	N3-2-2	480	0.000489306611755591	+	No results within 20000 bp window
chr10	29665950	29666050	B3-2-2	70	0.000110941001575362	-	No results within 20000 bp window
chr10	29688850	29688950	B3-2-22	169	0.000230807471060294	-	No results within 20000 bp window
chr10	29720050	29720150	B3-2-22	247	0.000337333996165045	+	No results within 20000 bp window
chr10	29725750	29725850	N3-8	148	0.000162033210239185	-	No results within 20000 bp window
chr10	29867950	29868050	N3-1-15	142	0.000176331801812989	-	No results within 20000 bp window
chr10	30068950	30069050	B3-2-22	119	0.000162521237018787	+	No results within 20000 bp window
chr10	30176650	30176750	N3-21	880	0.001253111418693	+	Cenpw, 
chr10	30281450	30281550	N3-8	276	0.000302170040716318	+	No results within 20000 bp window
chr10	30505850	30505950	B3-1-2	334	0.000224972181583535	+	No results within 20000 bp window
chr10	30510250	30510350	N3-1-15	433	0.000537687818204396	-	No results within 20000 bp window
chr10	30534850	30534950	B3-1-2	424	0.00028559342811802	+	Trmt11, 
chr10	30534850	30534950	N3-1-2	161	0.000107027804627058	+	Trmt11, 
chr10	30544350	30544450	N3-1-15	536	0.000665590463181423	-	Trmt11, 
chr10	30551950	30552050	B3-1-3	131	0.000122326557749341	-	Trmt11, 
chr10	30552250	30552350	B3-2-21	70	0.000114920261755522	+	Trmt11, 
chr10	30742950	30743050	B3-2-36	465	0.000373092713940589	+	Ncoa7, 
chr10	30746550	30746650	N3-2-36	903	0.000663084687590183	-	Ncoa7, 
chr10	30746550	30746650	B3-2-36	1557	0.00124925882925913	-	Ncoa7, 
chr10	30755350	30755450	N3-2-36	585	0.00042957313647869	-	Ncoa7, 
chr10	30891550	30891650	B3-1	101	0.000157407667156033	-	No results within 20000 bp window
chr10	30892750	30892850	B3-2-36	129	0.000103503139996422	+	No results within 20000 bp window
chr10	30929650	30929750	B3-1-2	231	0.000155594532771846	+	No results within 20000 bp window
chr10	31002150	31002250	N3-4	84	0.000140450377543991	+	No results within 20000 bp window
chr10	31062350	31062450	N3-2-22	1038	0.000848619521682719	-	No results within 20000 bp window
chr10	31108350	31108450	B3-2-36	125	0.00010029374030661	+	No results within 20000 bp window
chr10	31155450	31155550	B3-1-2	183	0.000123263201286787	+	No results within 20000 bp window
chr10	31161650	31161750	N3-1-11	1175	0.00124846067455127	+	No results within 20000 bp window
chr10	31183250	31183350	N3-4	64	0.000107009811462088	-	No results within 20000 bp window
chr10	31224250	31224350	B3-1-3	179	0.000167148502573527	-	No results within 20000 bp window
chr10	31243550	31243650	B3-2-22	136	0.000185738556592899	+	No results within 20000 bp window
chr10	31315950	31316050	N3-1-15	205	0.00025456351670185	-	Hddc2, Tpd52l1, 
chr10	31433850	31433950	B3-2-36	185	0.000148434735653783	+	Tpd52l1, Gm3258, 
chr10	31482550	31482650	N3-1-15	762	0.00094623121817956	+	Rnf217, 
chr10	31505050	31505150	B3-1-13	166	0.000304583243884941	+	Rnf217, 
chr10	31552050	31552150	B3-1-2	151	0.000101708980296748	-	Rnf217, 
chr10	31573250	31573350	B3-1-13	189	0.000346784536712373	+	Rnf217, 
chr10	31599550	31599650	N3-2-2	145	0.000147811372301168	-	Rnf217, 
chr10	31764550	31764650	B3-1-15	124	0.000163424534767252	+	Nkain2, 
chr10	31892350	31892450	N3-1-11	20259	0.02152558706871	-	Nkain2, 
chr10	31910950	31911050	B3-8	112	0.00011973218475959	-	Nkain2, 
chr10	31936950	31937050	B3-1-11	122	0.000154949558838285	-	Nkain2, Nkain2, 
chr10	32190650	32190750	B3-2-21	118	0.000193722726959308	-	Nkain2, 
chr10	32217050	32217150	N3-2-36	390	0.000286382090985793	+	Nkain2, 
chr10	32273250	32273350	N3-1-2	973	0.00064682021057222	+	Nkain2, 
chr10	32336050	32336150	N3-2-21	607	0.000793186177914142	-	Nkain2, 
chr10	32373950	32374050	B3-2-21	61	0.000100144799529812	+	Nkain2, 
